Longitude,Latitude,Div,Line,Station Name,Route1,Route2,Route3,Route4,Route5,Route6,Route7,Route8,Route9,Routes,Type,North/South St,East/West St,Corner,ADA,ADA Notes,LowTurnstiles,Hi Turnstiles,EXIT ONLY,Notes
-73.939564,40.847992,IND,8th Avenue,175th St,A,,,,,,,,,A,Stair,Fort Washington Ave,177th St,NW,TRUE,,Yes,,,
-73.940287,40.846352,IND,8th Avenue,175th St,A,,,,,,,,,A,Stair,Fort Washington Ave,175th St,SW,TRUE,,No,Yes,,
-73.939861,40.846407,IND,8th Avenue,175th St,A,,,,,,,,,A,Stair,Fort Washington Ave,175th St,SE,TRUE,,No,Yes,,
-73.939252,40.840741,IND,8th Avenue,168th St,A,C,1,,,,,,,AC1,Stair,Saint Nicholas Ave,168th St,SE,TRUE,,Yes,,,
-73.939067,40.84176,IND,8th Avenue,168th St,A,C,1,,,,,,,AC1,Stair,Broadway,169th St,NE,TRUE,,No,Yes,,
-73.939569,40.84186,IND,8th Avenue,168th St,A,C,1,,,,,,,AC1,Stair,Saint Nicholas Ave,169th St,NW,TRUE,,No,Yes,,
-73.939455,40.841928,IND,8th Avenue,168th St,A,C,1,,,,,,,AC1,Stair,Saint Nicholas Ave,169th St,NW,TRUE,,No,Yes,,
-73.940146,40.835192,IND,8th Avenue,163rd St,C,,,,,,,,,C,Stair,Amsterdam Ave,161st St,SE,FALSE,,Yes,,,
-73.939625,40.835278,IND,8th Avenue,163rd St,C,,,,,,,,,C,Stair,Saint Nicholas Ave,161st St,NE,FALSE,,Yes,,,
-73.940137,40.835936,IND,8th Avenue,163rd St,C,,,,,,,,,C,Stair,Saint Nicholas Ave,162nd St,SW,FALSE,,Yes,,,
-73.941597,40.830744,IND,8th Avenue,155th St,C,,,,,,,,,C,Stair,Saint Nicholas Ave,155th St,SW,FALSE,,Yes,,,
-73.941638,40.830854,IND,8th Avenue,155th St,C,,,,,,,,,C,Stair,Saint Nicholas Ave,155th St,SW,FALSE,,Yes,,,
-73.94155,40.831106,IND,8th Avenue,155th St,C,,,,,,,,,C,Stair,Saint Nicholas Ave,155th St,NW,FALSE,,Yes,,,
-73.941447,40.831139,IND,8th Avenue,155th St,C,,,,,,,,,C,Stair,Saint Nicholas Ave,155th St,NW,FALSE,,Yes,,,
-73.941149,40.831031,IND,8th Avenue,155th St,C,,,,,,,,,C,Stair,Saint Nicholas Ave,155th St,NE,FALSE,,Yes,,,
-73.9411,40.830921,IND,8th Avenue,155th St,C,,,,,,,,,C,Stair,Saint Nicholas Ave,155th St,NE,FALSE,,Yes,,,
-73.945027,40.823915,IND,8th Avenue,145th St,A,B,C,D,,,,,,ABCD,Stair,Saint Nicholas Ave,145th St,SW,FALSE,,Yes,,,
-73.944726,40.823791,IND,8th Avenue,145th St,A,B,C,D,,,,,,ABCD,Stair,Saint Nicholas Ave,145th St,SE,FALSE,,Yes,,,
-73.944931,40.824244,IND,8th Avenue,145th St,A,B,C,D,,,,,,ABCD,Stair,Saint Nicholas Ave,145th St,NW,FALSE,,Yes,,,
-73.944409,40.824028,IND,8th Avenue,145th St,A,B,C,D,,,,,,ABCD,Stair,Saint Nicholas Ave,145th St,NE,FALSE,,Yes,,,
-73.943796,40.825622,IND,8th Avenue,145th St,A,B,C,D,,,,,,ABCD,Stair,Saint Nicholas Ave,147th St,NW,FALSE,,Yes,,,
-73.943444,40.825581,IND,8th Avenue,145th St,A,B,C,D,,,,,,ABCD,Stair,Saint Nicholas Ave,147th St,NE,FALSE,,Yes,,,
-73.948225,40.817125,IND,8th Avenue,135th St,B,C,,,,,,,,BC,Stair,Saint Nicholas Ave,135th St,SW,FALSE,,Yes,,,
-73.947665,40.817188,IND,8th Avenue,135th St,B,C,,,,,,,,BC,Stair,Edgecombe Ave,135th St,NE,FALSE,,Yes,,,
-73.947818,40.816892,IND,8th Avenue,135th St,B,C,,,,,,,,BC,Stair,Saint Nicholas Ave,135th St,SW,FALSE,,Yes,,,
-73.947953,40.816867,IND,8th Avenue,135th St,B,C,,,,,,,,BC,Stair,Saint Nicholas Ave,135th St,SE,FALSE,,Yes,,,
-73.947543,40.818558,IND,8th Avenue,135th St,B,C,,,,,,,,BC,Stair,Saint Nicholas Ave,137th St,SW,FALSE,,No,Yes,,
-73.947213,40.818354,IND,8th Avenue,135th St,B,C,,,,,,,,BC,Stair,Saint Nicholas Ave,137th St,SE,FALSE,,No,Yes,,
-73.952583,40.810526,IND,8th Avenue,125th St,A,B,C,D,,,,,,ABCD,Stair,Saint Nicholas Ave,125th St,SE,FALSE,,Yes,,,
-73.952318,40.810879,IND,8th Avenue,125th St,A,B,C,D,,,,,,ABCD,Stair,Saint Nicholas Ave,125th St,NE,FALSE,,Yes,,,
-73.952615,40.811007,IND,8th Avenue,125th St,A,B,C,D,,,,,,ABCD,Stair,Saint Nicholas Ave,125th St,NW,FALSE,,Yes,,,
-73.952886,40.810636,IND,8th Avenue,125th St,A,B,C,D,,,,,,ABCD,Stair,Saint Nicholas Ave,125th St,SW,FALSE,,Yes,,,
-73.951351,40.811858,IND,8th Avenue,125th St,A,B,C,D,,,,,,ABCD,Stair,Saint Nicholas Ave,127th St,SE,FALSE,,Yes,Yes,,
-73.951745,40.81199,IND,8th Avenue,125th St,A,B,C,D,,,,,,ABCD,Stair,Saint Nicholas Ave,127th St,SW,FALSE,,Yes,Yes,,
-73.955643,40.804312,IND,8th Avenue,116th St,B,C,,,,,,,,BC,Stair,Frederick Douglass Blvd,116th St,SW,FALSE,,Yes,,,
-73.955559,40.804639,IND,8th Avenue,116th St,B,C,,,,,,,,BC,Stair,Frederick Douglass Blvd,116th St,NW,FALSE,,Yes,,,
-73.955024,40.804428,IND,8th Avenue,116th St,B,C,,,,,,,,BC,Stair,Frederick Douglass Blvd,116th St,NE,FALSE,,Yes,,,
-73.955131,40.804172,IND,8th Avenue,116th St,B,C,,,,,,,,BC,Stair,Frederick Douglass Blvd,116th St,SE,FALSE,,Yes,,,
-73.958882,40.800002,IND,8th Avenue,Cathedral Parkway-110th St,B,C,,,,,,,,BC,Stair,Frederick Douglass Blvd,109th St,SW,FALSE,,Yes,,,
-73.958448,40.800002,IND,8th Avenue,Cathedral Parkway-110th St,B,C,,,,,,,,BC,Stair,Frederick Douglass Blvd,109th St,NE,FALSE,,Yes,,,
-73.958405,40.800866,IND,8th Avenue,Cathedral Parkway-110th St,B,C,,,,,,,,BC,Stair,Frederick Douglass Blvd,Cathedral Pkwy,SW,FALSE,,Yes,Yes,,
-73.96161,40.796263,IND,8th Avenue,103rd St,B,C,,,,,,,,BC,Stair,Central Park West,103rd St,NW,FALSE,,Yes,,,
-73.965009,40.791642,IND,8th Avenue,96th St,B,C,,,,,,,,BC,Stair,Central Park West,96th St,SW,FALSE,,Yes,,,
-73.964423,40.792285,IND,8th Avenue,96th St,B,C,,,,,,,,BC,Stair,Central Park West,97th St,SW,FALSE,,Yes,Yes,,
-73.964316,40.792591,IND,8th Avenue,96th St,B,C,,,,,,,,BC,Stair,Central Park West,97th St,NW,FALSE,,Yes,Yes,,
-73.969596,40.785195,IND,8th Avenue,86th St,B,C,,,,,,,,BC,Stair,Central Park West,86th St,SW,FALSE,,Yes,,,
-73.969662,40.785282,IND,8th Avenue,86th St,B,C,,,,,,,,BC,Stair,Central Park West,86th St,SW,FALSE,,Yes,,,
-73.969458,40.78548,IND,8th Avenue,86th St,B,C,,,,,,,,BC,Stair,Central Park West,86th St,NW,FALSE,,Yes,,,
-73.969011,40.786115,IND,8th Avenue,86th St,B,C,,,,,,,,BC,Stair,Central Park West,87th St,NW,FALSE,,No,Yes,,
-73.968448,40.786769,IND,8th Avenue,86th St,B,C,,,,,,,,BC,Stair,Central Park West,88th St,NW,FALSE,,No,Yes,,
-73.972027,40.781976,IND,8th Avenue,81st St,B,C,,,,,,,,BC,Stair,Central Park West,81st St,SW,FALSE,,Yes,,,
-73.971741,40.782254,IND,8th Avenue,81st St,B,C,,,,,,,,BC,Stair,Central Park West,81st St,NW,FALSE,,Yes,,,
-73.972918,40.780895,IND,8th Avenue,81st St,B,C,,,,,,,,BC,Door,Central Park West,77th St,NW,FALSE,,Yes,Yes,,
-73.973179,40.780319,IND,8th Avenue,81st St,B,C,,,,,,,,BC,Stair,Central Park West,77th St,NW,FALSE,,Yes,Yes,,
-73.976247,40.776217,IND,8th Avenue,72nd St,B,C,,,,,,,,BC,Stair,Central Park West,72nd St,SW,FALSE,,Yes,,,
-73.975977,40.776431,IND,8th Avenue,72nd St,B,C,,,,,,,,BC,Stair,Central Park West,72nd St,NW,FALSE,,Yes,,,
-73.977144,40.77494,IND,8th Avenue,72nd St,B,C,,,,,,,,BC,Stair,Central Park West,70th St,SW,FALSE,,No,Yes,,
-73.982941,40.766944,IND,8th Avenue,59th St-Columbus Circle,A,B,C,D,1,,,,,ABCD1,Easement,8th Ave,57th St,NW,TRUE,In Construction,Yes,,,
-73.982708,40.766488,IND,8th Avenue,59th St-Columbus Circle,A,B,C,D,1,,,,,ABCD1,Easement,8th Ave,57th St,SE,TRUE,In Construction,Yes,,,
-73.982563,40.766725,IND,8th Avenue,59th St-Columbus Circle,A,B,C,D,1,,,,,ABCD1,Stair,8th Ave,57th St,NE,TRUE,In Construction,Yes,,,Under Construction
-73.982526,40.767677,IND,8th Avenue,59th St-Columbus Circle,A,B,C,D,1,,,,,ABCD1,Escalator,8th Ave,58th St,NW,TRUE,In Construction,Yes,,,
-73.982542,40.767659,IND,8th Avenue,59th St-Columbus Circle,A,B,C,D,1,,,,,ABCD1,Escalator,8th Ave,58th St,NW,TRUE,In Construction,Yes,,,
-73.982408,40.767667,IND,8th Avenue,59th St-Columbus Circle,A,B,C,D,1,,,,,ABCD1,Elevator,8th Ave,58th St,NW,TRUE,In Construction,Yes,,,Under Construction
-73.983408,40.766745,IND,8th Avenue,59th St-Columbus Circle,A,B,C,D,1,,,,,ABCD1,Stair,8th Ave,58th St,NW,TRUE,In Construction,Yes,,,Under Construction
-73.983301,40.766416,IND,8th Avenue,59th St-Columbus Circle,A,B,C,D,1,,,,,ABCD1,Stair,8th Ave,58th St,NW,TRUE,In Construction,Yes,,,Under Construction
-73.982563,40.767643,IND,8th Avenue,59th St-Columbus Circle,A,B,C,D,1,,,,,ABCD1,Stair,8th Ave,58th St,NW,TRUE,In Construction,Yes,,,
-73.982137,40.767367,IND,8th Avenue,59th St-Columbus Circle,A,B,C,D,1,,,,,ABCD1,Stair,8th Ave,58th St,NE,TRUE,In Construction,Yes,,,Under Construction
-73.981184,40.768649,IND,8th Avenue,59th St-Columbus Circle,A,B,C,D,1,,,,,ABCD1,Stair,Central Park West,60th St,NE,TRUE,In Construction,No,Yes,,Under Construction
-73.981788,40.768719,IND,8th Avenue,59th St-Columbus Circle,A,B,C,D,1,,,,,ABCD1,Stair,Central Park West,60th St,West,TRUE,In Construction,Yes,,,3:30pm-10:30pm everyday; under construction
-73.986662,40.761968,IND,8th Avenue,50th St,C,E,,,,,,,,CE,Elevator,8th Ave,49th St,NW,TRUE,Southbound Only,Yes,,,
-73.986662,40.761968,IND,8th Avenue,50th St,C,E,,,,,,,,CE,Easement,8th Ave,49th St,NW,TRUE,Southbound Only,Yes,,,
-73.986924,40.761741,IND,8th Avenue,50th St,C,E,,,,,,,,CE,Stair,8th Ave,49th St,SW,TRUE,Southbound Only,Yes,,,
-73.986805,40.761691,IND,8th Avenue,50th St,C,E,,,,,,,,CE,Stair,8th Ave,49th St,SW,TRUE,Southbound Only,Yes,,,
-73.986378,40.762312,IND,8th Avenue,50th St,C,E,,,,,,,,CE,Escalator,8th Ave,50th St,SW,TRUE,Southbound Only,Yes,,,
-73.986299,40.762452,IND,8th Avenue,50th St,C,E,,,,,,,,CE,Easement,8th Ave,50th St,NW,TRUE,Southbound Only,Yes,,,
-73.986378,40.762312,IND,8th Avenue,50th St,C,E,,,,,,,,CE,Easement,8th Ave,50th St,SW,TRUE,Southbound Only,Yes,,,
-73.985757,40.762216,IND,8th Avenue,50th St,C,E,,,,,,,,CE,Stair,8th Ave,50th St,NE,TRUE,Southbound Only,Yes,,,
-73.985829,40.762085,IND,8th Avenue,50th St,C,E,,,,,,,,CE,Stair,8th Ave,50th St,SE,TRUE,Southbound Only,Yes,,,
-73.985412,40.7629,IND,8th Avenue,50th St,C,E,,,,,,,,CE,Stair,8th Ave,51st St,NE,TRUE,Southbound Only,No,Yes,,
-73.991049,40.755989,IND,8th Avenue,42nd St-Port Authority Bus Terminal,A,C,E,,,,,,,ACE,Easement,8th Ave,40th St,SW,TRUE,,Yes,Yes,,
-73.990576,40.755801,IND,8th Avenue,42nd St-Port Authority Bus Terminal,A,C,E,,,,,,,ACE,Stair,8th Ave,40th St,SE,TRUE,,Yes,Yes,,
-73.990887,40.756101,IND,8th Avenue,42nd St-Port Authority Bus Terminal,A,C,E,,,,,,,ACE,Stair,8th Ave,40th St,NW,TRUE,,Yes,Yes,,
-73.989582,40.757286,IND,8th Avenue,42nd St-Port Authority Bus Terminal,A,C,E,,,,,,,ACE,Easement,8th Ave,42nd St,NE,TRUE,,Yes,,,
-73.989053,40.758567,IND,8th Avenue,42nd St-Port Authority Bus Terminal,A,C,E,,,,,,,ACE,Stair,8th Ave,44th St,SW,TRUE,,Yes,,,
-73.988673,40.758401,IND,8th Avenue,42nd St-Port Authority Bus Terminal,A,C,E,,,,,,,ACE,Stair,8th Ave,44th St,SE,TRUE,,Yes,,,
-73.98899,40.758685,IND,8th Avenue,42nd St-Port Authority Bus Terminal,A,C,E,,,,,,,ACE,Stair,8th Ave,44th St,NW,TRUE,,Yes,,,
-73.989984,40.757463,IND,8th Avenue,42nd St-Port Authority Bus Terminal,A,C,E,,,,,,,ACE,Stair,8th Ave,42nd St,NW,TRUE,,No,Yes,,
-73.989547,40.757929,IND,8th Avenue,42nd St-Port Authority Bus Terminal,A,C,E,,,,,,,ACE,Stair,8th Ave,43rd St,SW,TRUE,,No,Yes,,
-73.993327,40.751996,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Elevator,8th Ave,34th St,SE,TRUE,,Yes,,,
-73.993352,40.75202,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,34th St,SE,TRUE,,Yes,,,
-73.993109,40.752161,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,34th St,NE,TRUE,,Yes,,,
-73.993701,40.752178,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,34th St,SW,TRUE,,Yes,Yes,,
-73.993679,40.752427,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,34th St,NW,TRUE,,Yes,Yes,,
-73.993244,40.752877,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,35th St,SW,TRUE,,Yes,Yes,,
-73.992742,40.752689,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,35th St,SE,TRUE,,Yes,Yes,,
-73.993256,40.753053,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,35th St,NW,TRUE,,Yes,Yes,,
-73.993188,40.753032,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,35th St,NW,TRUE,,Yes,Yes,,
-73.992669,40.752796,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,35th St,NE,TRUE,,Yes,Yes,,
-73.992596,40.752766,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,35th St,NE,TRUE,,Yes,Yes,,
-73.993887,40.751291,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,33rd St,SE,TRUE,,Yes,,,6am-9:30pm
-73.994243,40.751561,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,33rd St,SW,TRUE,,Yes,,,6:30am-10pm
-73.994181,40.751539,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,33rd St,SW,TRUE,,Yes,,,6:30am-10pm
-73.994107,40.751677,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,33rd St,NW,TRUE,,Yes,,,6:30am-10pm
-73.993538,40.751432,IND,8th Avenue,34th St,A,C,E,,,,,,,ACE,Stair,8th Ave,33rd St,NE,TRUE,,Yes,,,6am-9:30pm
-73.998365,40.745102,IND,8th Avenue,23rd St,C,E,,,,,,,,CE,Stair,8th Ave,23rd St,SE,FALSE,,Yes,,,
-73.998145,40.745299,IND,8th Avenue,23rd St,C,E,,,,,,,,CE,Stair,8th Ave,23rd St,NE,FALSE,,Yes,,,
-73.998771,40.745278,IND,8th Avenue,23rd St,C,E,,,,,,,,CE,Stair,8th Ave,23rd St,SW,FALSE,,Yes,Yes,,
-73.998642,40.745505,IND,8th Avenue,23rd St,C,E,,,,,,,,CE,Stair,8th Ave,23rd St,NW,FALSE,,Yes,Yes,,
-73.998145,40.74611,IND,8th Avenue,23rd St,C,E,,,,,,,,CE,Stair,8th Ave,24th St,NW,FALSE,,No,No,Yes,
-73.997852,40.745814,IND,8th Avenue,23rd St,C,E,,,,,,,,CE,Stair,8th Ave,24th St,SE,FALSE,,No,No,Yes,
-73.997271,40.746535,IND,8th Avenue,23rd St,C,E,,,,,,,,CE,Stair,8th Ave,25th St,NE,FALSE,,No,Yes,,
-73.997142,40.746483,IND,8th Avenue,23rd St,C,E,,,,,,,,CE,Stair,8th Ave,25th St,NE,FALSE,,No,Yes,,
-73.997801,40.746603,IND,8th Avenue,23rd St,C,E,,,,,,,,CE,Stair,8th Ave,25th St,SW,FALSE,,No,Yes,,
-73.99735,40.746427,IND,8th Avenue,23rd St,C,E,,,,,,,,CE,Stair,8th Ave,25th St,SE,FALSE,,No,Yes,,
-73.997711,40.746732,IND,8th Avenue,23rd St,C,E,,,,,,,,CE,Stair,8th Ave,25th St,NW,FALSE,,No,Yes,,
-74.001919,40.740938,IND,8th Avenue,14th St-8th Av,A,C,E,L,,,,,,ACEL,Easement,8th Ave,16th St,SW,TRUE,,Yes,Yes,,
-74.001715,40.741235,IND,8th Avenue,14th St-8th Av,A,C,E,L,,,,,,ACEL,Stair,8th Ave,16th St,NW,TRUE,,Yes,Yes,,
-74.001402,40.740944,IND,8th Avenue,14th St-8th Av,A,C,E,L,,,,,,ACEL,Stair,8th Ave,16th St,SE,TRUE,,Yes,Yes,,
-74.001284,40.741046,IND,8th Avenue,14th St-8th Av,A,C,E,L,,,,,,ACEL,Stair,8th Ave,16th St,NE,TRUE,,Yes,Yes,,
-74.002655,40.739949,BMT,Canarsie,14th St-8th Av,A,C,E,L,,,,,,ACEL,Stair,8th Ave,14th St,NW,TRUE,,Yes,Yes,,
-74.002185,40.740598,IND,8th Avenue,14th St-8th Av,A,C,E,L,,,,,,ACEL,Stair,8th Ave,15th St,NW,TRUE,,No,Yes,,
-74.00175,40.74041,IND,8th Avenue,14th St-8th Av,A,C,E,L,,,,,,ACEL,Stair,8th Ave,15th St,NE,TRUE,,No,Yes,,
-74.002256,40.739776,BMT,Canarsie,14th St-8th Av,A,C,E,L,,,,,,ACEL,Stair,8th Ave,14th St,NE,TRUE,,No,Yes,,
-73.999728,40.733067,IND,8th Avenue,West 4th St,A,B,C,D,E,F,M,,,ABCDEFM,Stair,6th Ave,Waverly Pl,NE,TRUE,,Yes,,,
-73.999615,40.733259,IND,8th Avenue,West 4th St,A,B,C,D,E,F,M,,,ABCDEFM,Stair,6th Ave,Waverly Pl,NE,TRUE,,Yes,,,
-74.001209,40.731086,IND,8th Avenue,West 4th St,A,B,C,D,E,F,M,,,ABCDEFM,Elevator,6th Ave,West 3rd St,NE,TRUE,,Yes,,,
-74.001534,40.731133,IND,8th Avenue,West 4th St,A,B,C,D,E,F,M,,,ABCDEFM,Stair,6th Ave,West 3rd St,NW,TRUE,,Yes,,,
-74.001127,40.731091,IND,8th Avenue,West 4th St,A,B,C,D,E,F,M,,,ABCDEFM,Stair,6th Ave,West 3rd St,NE,TRUE,,Yes,,,
-74.000192,40.733072,IND,8th Avenue,West 4th St,A,B,C,D,E,F,M,,,ABCDEFM,Stair,6th Ave,Waverly Pl,NW,TRUE,,No,Yes,,
-74.003747,40.725583,IND,8th Avenue,Spring St,C,E,,,,,,,,CE,Stair,6th Ave,Spring St,NE,FALSE,,Yes,,,
-74.004326,40.725595,IND,8th Avenue,Spring St,C,E,,,,,,,,CE,Stair,6th Ave,Spring St,NW,FALSE,,No,Yes,,
-74.00399,40.726208,IND,8th Avenue,Spring St,C,E,,,,,,,,CE,Stair,6th Ave,Vandam St,SW,FALSE,,No,Yes,,
-74.005399,40.720758,IND,8th Avenue,Canal St,A,C,E,,,,,,,ACE,Stair,6th Ave,West Broadway,NW,FALSE,,Yes,,,
-74.004999,40.720704,IND,8th Avenue,Canal St,A,C,E,,,,,,,ACE,Stair,Lispenard St,West Broadway,NE,FALSE,,Yes,,,
-74.005634,40.721651,IND,8th Avenue,Canal St,A,C,E,,,,,,,ACE,Stair,St. John La,Laight St,SE,FALSE,,Yes,,,
-74.005133,40.721967,IND,8th Avenue,Canal St,A,C,E,,,,,,,ACE,Stair,Thompson St,Canal St,NE,FALSE,,Yes,,,
-74.005038,40.71987,IND,8th Avenue,Canal St,A,C,E,,,,,,,ACE,Stair,6th Ave,Walker St,NE,FALSE,,Yes,Yes,,
-74.009046,40.713753,IND,8th Avenue,Chambers St,A,C,E,2,3,,,,,ACE23,Stair,Church St,Murray St,SW,FALSE,,Yes,Yes,,
-74.008162,40.714873,IND,8th Avenue,Chambers St,A,C,E,2,3,,,,,ACE23,Stair,Church St,Chambers St,SW,FALSE,,Yes,Yes,,
-74.007903,40.714777,IND,8th Avenue,Chambers St,A,C,E,2,3,,,,,ACE23,Stair,Church St,Chambers St,SE,FALSE,,Yes,Yes,,
-74.007989,40.715099,IND,8th Avenue,Chambers St,A,C,E,2,3,,,,,ACE23,Stair,Church St,Chambers St,NW,FALSE,,Yes,Yes,,
-74.007739,40.714992,IND,8th Avenue,Chambers St,A,C,E,2,3,,,,,ACE23,Stair,Church St,Chambers St,NE,FALSE,,Yes,Yes,,
-74.00896,40.713949,IND,8th Avenue,Chambers St,A,C,E,2,3,,,,,ACE23,Stair,Church St,Murray St,NW,FALSE,,Yes,Yes,,
-74.008584,40.714313,IND,8th Avenue,Chambers St,A,C,E,2,3,,,,,ACE23,Stair,Church St,Warren St,SW,FALSE,,Yes,Yes,,
-74.008357,40.7142,IND,8th Avenue,Chambers St,A,C,E,2,3,,,,,ACE23,Stair,Church St,Warren St,SE,FALSE,,No,No,Yes,
-74.008428,40.714539,IND,8th Avenue,Chambers St,A,C,E,2,3,,,,,ACE23,Stair,Church St,Warren St,NW,FALSE,,Yes,Yes,,
-74.009891,40.712681,IND,8th Avenue,World Trade Center,A,C,E,2,3,,,,,ACE23,Stair,Church St,Barclay St,SW,TRUE,Construction,Yes,,,
-74.009033,40.713333,IND,8th Avenue,World Trade Center,A,C,E,2,3,,,,,ACE23,Stair,Church St,Park Pl,NE,TRUE,Construction,Yes,,,
-74.009511,40.713286,IND,8th Avenue,World Trade Center,A,C,E,2,3,,,,,ACE23,Stair,Church St,Park Pl,SW,TRUE,Construction,Yes,,,
-74.009245,40.713036,IND,8th Avenue,World Trade Center,A,C,E,2,3,,,,,ACE23,Stair,Church St,Park Pl,SE,TRUE,Construction,Yes,,,
-74.009292,40.713435,IND,8th Avenue,World Trade Center,A,C,E,2,3,,,,,ACE23,Stair,Church St,Park Pl,NW,TRUE,Construction,Yes,,,
-74.010306,40.712258,IND,8th Avenue,World Trade Center,A,C,E,2,3,,,,,ACE23,Stair,Church St,Vesey St,NW,TRUE,Construction,Yes,Yes,,
-74.010165,40.711793,IND,8th Avenue,World Trade Center,A,C,E,2,3,,,,,ACE23,Stair,Church St,,,TRUE,Construction,Yes,Yes,,
-74.010204,40.71171,IND,8th Avenue,World Trade Center,A,C,E,2,3,,,,,ACE23,Stair,Church St,,,TRUE,Construction,Yes,Yes,,
-74.008428,40.710692,IND,8th Avenue,Fulton St-Broadway-Nassau,A,C,J,Z,2,3,4,5,,ACJZ2345,Easement,Broadway,Fulton St,NE,FALSE,,Yes,,,
-74.008632,40.710555,IND,8th Avenue,Fulton St-Broadway-Nassau,A,C,J,Z,2,3,4,5,,ACJZ2345,Easement,Broadway,Fulton St,SE,FALSE,,Yes,,,
-73.991413,40.699405,IND,8th Avenue,High St,A,C,,,,,,,,AC,Stair,Cadman Plaza West,Cranberry St,NW,FALSE,,Yes,,,
-73.98892,40.699112,IND,8th Avenue,High St,A,C,,,,,,,,AC,Stair,Red Cross Pl,Adams St,SW,FALSE,,Yes,,,
-73.988274,40.699212,IND,8th Avenue,High St,A,C,,,,,,,,AC,Stair,Sands St,Adams St,SE,FALSE,,Yes,,,
-73.987494,40.692336,IND,Fulton Street,Jay St-Borough Hall,A,C,F,,,,,,,ACF,Escalator,Jay St,Willoughby St,NW,FALSE,,Yes,,,
-73.987491,40.692394,IND,Fulton Street,Jay St-Borough Hall,A,C,F,,,,,,,ACF,Escalator,Jay St,Willoughby St,NW,FALSE,,Yes,,,
-73.987446,40.692335,IND,Fulton Street,Jay St-Borough Hall,A,C,F,,,,,,,ACF,Easement,Jay St,Willoughby St,NW,FALSE,,Yes,,,
-73.987443,40.692393,IND,Fulton Street,Jay St-Borough Hall,A,C,F,,,,,,,ACF,Easement,Jay St,Willoughby St,NW,FALSE,,Yes,,,
-73.987208,40.691559,IND,Fulton Street,Jay St-Borough Hall,A,C,F,,,,,,,ACF,Stair,Jay St,Fulton St,NE,FALSE,,No,Yes,,
-73.987461,40.6917,IND,Fulton Street,Jay St-Borough Hall,A,C,F,,,,,,,ACF,Stair,Jay St,Fulton St,NW,FALSE,,No,Yes,,
-73.987484,40.693153,IND,Fulton Street,Jay St-Borough Hall,A,C,F,,,,,,,ACF,Escalator,Jay St,Metrotech Walk,SW,FALSE,,Yes,Yes,,
-73.987481,40.693243,IND,Fulton Street,Jay St-Borough Hall,A,C,F,,,,,,,ACF,Escalator,Jay St,Metrotech Walk,SW,FALSE,,Yes,Yes,,
-73.987402,40.693243,IND,Fulton Street,Jay St-Borough Hall,A,C,F,,,,,,,ACF,Easement,Jay St,Metrotech Walk,SW,FALSE,,Yes,Yes,,
-73.987089,40.693491,IND,Fulton Street,Jay St-Borough Hall,A,C,F,,,,,,,ACF,Easement,Jay St,Metrotech Walk,SE,FALSE,,Yes,Yes,,
-73.987408,40.693153,IND,Fulton Street,Jay St-Borough Hall,A,C,F,,,,,,,ACF,Easement,Jay St,Metrotech Walk,SW,FALSE,,Yes,Yes,,
-73.987167,40.692329,IND,Fulton Street,Jay St-Borough Hall,A,C,F,,,,,,,ACF,Stair,Jay St,Willoughby St,NE,FALSE,,No,Yes,,
-73.987162,40.692397,IND,Fulton Street,Jay St-Borough Hall,A,C,F,,,,,,,ACF,Stair,Jay St,Willoughby St,NE,FALSE,,No,Yes,,
-73.984216,40.688396,IND,Fulton Street,Hoyt & Schermerhorn,A,C,G,,,,,,,ACG,Stair,Bond St,Schermerhorn St,NW,FALSE,,Yes,,,
-73.985941,40.689085,IND,Fulton Street,Hoyt & Schermerhorn,A,C,G,,,,,,,ACG,Stair,Hoyt St,Schermerhorn St,NE,FALSE,,Yes,,,
-73.97276,40.685789,IND,Fulton Street,Lafayette Av,C,,,,,,,,,C,Stair,Oxford St,Fulton Ave,NE,FALSE,,Yes,,,
-73.9729,40.685559,IND,Fulton Street,Lafayette Av,C,,,,,,,,,C,Stair,Oxford St,Fulton Ave,SW,FALSE,,Yes,,,
-73.973021,40.685969,IND,Fulton Street,Lafayette Av,C,,,,,,,,,C,Stair,Oxford St,Fulton Ave,NE,FALSE,,Yes,,,
