Longitude,Latitude,Div,Line,Station Name,Route1,Route2,Route3,Route4,Route5,Route6,Route7,Route8,Route9,Routes,Type,North/South St,East/West St,Corner,ADA,ADA Notes,LowTurnstiles,Hi Turnstiles,EXIT ONLY,Notes
-73.912074,40.775149,BMT,Astoria,Ditmars Blvd,N,Q,,,,,,,,NQ,Stair,31st St,23rd Ave,NW,FALSE,,Yes,,,
-73.912151,40.77481,BMT,Astoria,Ditmars Blvd,N,Q,,,,,,,,NQ,Stair,31st St,23rd Ave,NE,FALSE,,Yes,,,
-73.911891,40.775025,BMT,Astoria,Ditmars Blvd,N,Q,,,,,,,,NQ,Stair,31st St,23rd Ave,NE,FALSE,,Yes,,,
-73.912337,40.774938,BMT,Astoria,Ditmars Blvd,N,Q,,,,,,,,NQ,Stair,31st St,23rd Ave,NW,FALSE,,Yes,,,
-73.917167,40.771009,BMT,Astoria,Astoria Blvd-Hoyt Av,N,Q,,,,,,,,NQ,Stair,31st St,Hoyt Ave North,NW,FALSE,,Yes,,,
-73.916935,40.77087,BMT,Astoria,Astoria Blvd-Hoyt Av,N,Q,,,,,,,,NQ,Stair,31st St,Hoyt Ave North,NE,FALSE,,Yes,,,
-73.917978,40.770313,BMT,Astoria,Astoria Blvd-Hoyt Av,N,Q,,,,,,,,NQ,Stair,31st St,Hoyt Ave South,SW,FALSE,,Yes,,,
-73.917755,40.77017,BMT,Astoria,Astoria Blvd-Hoyt Av,N,Q,,,,,,,,NQ,Stair,31st St,Hoyt Ave South,SE,FALSE,,Yes,,,
-73.921629,40.766787,BMT,Astoria,30 Av-Grand Av,N,Q,,,,,,,,NQ,Stair,31st St,30th Ave,SW,FALSE,,Yes,,,
-73.921406,40.7667,BMT,Astoria,30 Av-Grand Av,N,Q,,,,,,,,NQ,Stair,31st St,30th Ave,SE,FALSE,,Yes,,,
-73.921409,40.767052,BMT,Astoria,30 Av-Grand Av,N,Q,,,,,,,,NQ,Stair,31st St,30th Ave,NW,FALSE,,Yes,,,
-73.921192,40.766963,BMT,Astoria,30 Av-Grand Av,N,Q,,,,,,,,NQ,Stair,31st St,30th Ave,NE,FALSE,,Yes,,,
-73.925638,40.76188,BMT,Astoria,Broadway,N,Q,,,,,,,,NQ,Stair,31st St,Broadway,SW,FALSE,,Yes,,,
-73.925399,40.761773,BMT,Astoria,Broadway,N,Q,,,,,,,,NQ,Stair,31st St,Broadway,SE,FALSE,,Yes,,,
-73.925349,40.762217,BMT,Astoria,Broadway,N,Q,,,,,,,,NQ,Stair,31st St,Broadway,NW,FALSE,,Yes,,,
-73.929993,40.756478,BMT,Astoria,36 Av-Washington Av,N,Q,,,,,,,,NQ,Stair,31st St,36th Ave,SW,FALSE,,Yes,,,
-73.929766,40.756379,BMT,Astoria,36 Av-Washington Av,N,Q,,,,,,,,NQ,Stair,31st St,36th Ave,SE,FALSE,,Yes,,,
-73.92974,40.756796,BMT,Astoria,36 Av-Washington Av,N,Q,,,,,,,,NQ,Stair,31st St,36th Ave,NW,FALSE,,Yes,,,
-73.932903,40.752901,BMT,Astoria,39 Av-Beebe Av,N,Q,,,,,,,,NQ,Stair,31st St,39th Ave,NW,FALSE,,Yes,,,
-73.932936,40.752491,BMT,Astoria,39 Av-Beebe Av,N,Q,,,,,,,,NQ,Stair,31st St,39th Ave,SE,FALSE,,Yes,,,
-73.96634,40.762092,BMT,Broadway,Lexington Av-59 St,N,Q,R,4,5,6,,,,NQR456,Stair,3rd Ave,60th St,SW,FALSE,,Yes,,,
-73.966155,40.762353,BMT,Broadway,Lexington Av-59 St,N,Q,R,4,5,6,,,,NQR456,Stair,3rd Ave,60th St,NW,FALSE,,Yes,,,
-73.966105,40.761996,BMT,Broadway,Lexington Av-59 St,N,Q,R,4,5,6,,,,NQR456,Stair,3rd Ave,60th St,SE,FALSE,,Yes,,,
-73.965918,40.762255,BMT,Broadway,Lexington Av-59 St,N,Q,R,4,5,6,,,,NQR456,Stair,3rd Ave,60th St,NE,FALSE,,Yes,,,
-73.972501,40.765156,BMT,Broadway,5th Av,N,Q,R,,,,,,,NQR,Stair,5th Ave,60th St,NW,FALSE,,Yes,,,
-73.972396,40.764728,BMT,Broadway,5th Av,N,Q,R,,,,,,,NQR,Stair,5th Ave,60th St,SE,FALSE,,Yes,,,
-73.972306,40.764849,BMT,Broadway,5th Av,N,Q,R,,,,,,,NQR,Stair,5th Ave,60th St,NE,FALSE,,Yes,,,
-73.972229,40.764657,BMT,Broadway,5th Av,N,Q,R,,,,,,,NQR,Stair,5th Ave,60th St,SE,FALSE,,Yes,,,
-73.974228,40.764599,BMT,Broadway,5th Av,N,Q,R,,,,,,,NQR,Easement,Grand Army Plaza,Central Park South,SW,FALSE,,No,Yes,,Easement Stair
-73.974191,40.764935,BMT,Broadway,5th Av,N,Q,R,,,,,,,NQR,Stair,Grand Army Plaza,Central Park South,NE,FALSE,,No,Yes,,
-73.973998,40.764859,BMT,Broadway,5th Av,N,Q,R,,,,,,,NQR,Stair,Grand Army Plaza,Central Park South,NE,FALSE,,No,Yes,,
-73.980341,40.765365,BMT,Broadway,57th St,N,Q,R,,,,,,,NQR,Stair,7th Ave,57th St,SW,FALSE,,Yes,,,
-73.980033,40.765298,BMT,Broadway,57th St,N,Q,R,,,,,,,NQR,Stair,7th Ave,57th St,SE,FALSE,,Yes,,,
-73.980012,40.765796,BMT,Broadway,57th St,N,Q,R,,,,,,,NQR,Stair,7th Ave,57th St,NW,FALSE,,Yes,,,
-73.979764,40.765639,BMT,Broadway,57th St,N,Q,R,,,,,,,NQR,Stair,7th Ave,57th St,NE,FALSE,,Yes,,,
-73.981278,40.764258,BMT,Broadway,57th St,N,Q,R,,,,,,,NQR,Stair,7th Ave,55th St,SW,FALSE,,Yes,,,
-73.980803,40.764057,BMT,Broadway,57th St,N,Q,R,,,,,,,NQR,Stair,7th Ave,55th St,SE,FALSE,,Yes,,,
-73.981167,40.764377,BMT,Broadway,57th St,N,Q,R,,,,,,,NQR,Stair,7th Ave,55th St,NW,FALSE,,Yes,,,
-73.980683,40.764179,BMT,Broadway,57th St,N,Q,R,,,,,,,NQR,Stair,7th Ave,55th St,NE,FALSE,,Yes,,,
-73.983388,40.760454,BMT,Broadway,49th St,N,R,,,,,,,,NR,Easement,7th Ave,49th St,NE,TRUE,Northbound Only,Yes,,,Easement Stair
-73.983974,40.760486,BMT,Broadway,49th St,N,R,,,,,,,,NR,Stair,7th Ave,49th St,SW,TRUE,Northbound Only,Yes,,,
-73.983567,40.760297,BMT,Broadway,49th St,N,R,,,,,,,,NR,Stair,7th Ave,49th St,SE,TRUE,Northbound Only,Yes,,,
-73.983904,40.760621,BMT,Broadway,49th St,N,R,,,,,,,,NR,Stair,7th Ave,49th St,NW,TRUE,Northbound Only,Yes,,,
-73.984412,40.75903,BMT,Broadway,49th St,N,R,,,,,,,,NR,Easement,7th Ave,47th St,SE,TRUE,Northbound Only,Yes,Yes,,Easement Stair
-73.984709,40.759384,BMT,Broadway,49th St,N,R,,,,,,,,NR,Easement,7th Ave,47th St,NW,TRUE,Northbound Only,Yes,Yes,,Easement Stair
-73.984884,40.759513,BMT,Broadway,49th St,N,R,,,,,,,,NR,Easement,Broadway,47th St,NE,TRUE,Northbound Only,Yes,Yes,,Easement Stair
-73.98668,40.754172,BMT,Broadway,Times Square-42nd St,N,Q,R,GS,1,2,3,7,,NQRGS1237,Stair,Broadway,40th St,SE,TRUE,Shuttle not ADA,Yes,,,
-73.987097,40.754335,BMT,Broadway,Times Square-42nd St,N,Q,R,GS,1,2,3,7,,NQRGS1237,Stair,Broadway,40th St,SW,TRUE,Shuttle not ADA,Yes,,,
-73.986623,40.754301,BMT,Broadway,Times Square-42nd St,N,Q,R,GS,1,2,3,7,,NQRGS1237,Stair,Broadway,40th St,NE,TRUE,Shuttle not ADA,Yes,,,
-73.987108,40.754507,BMT,Broadway,Times Square-42nd St,N,Q,R,GS,1,2,3,7,,NQRGS1237,Stair,Broadway,40th St,NW,TRUE,Shuttle not ADA,Yes,,,
-73.98762,40.74959,BMT,Broadway,34th St-Herald Square,B,D,F,M,N,Q,R,,,BDFMNQR,Stair,6th Ave,34th St,SE,TRUE,,Yes,Yes,,
-73.987495,40.749891,BMT,Broadway,34th St-Herald Square,B,D,F,M,N,Q,R,,,BDFMNQR,Stair,6th Ave,34th St,NE,TRUE,,Yes,Yes,,
-73.987976,40.748294,BMT,Broadway,34th St-Herald Square,B,D,F,M,N,Q,R,,,BDFMNQR,Stair,Broadway,32nd St,NE,TRUE,,Yes,Yes,,
-73.988288,40.748477,BMT,Broadway,34th St-Herald Square,B,D,F,M,N,Q,R,,,BDFMNQR,Stair,Broadway,32nd St,NW,TRUE,,Yes,Yes,,
-73.988472,40.745089,BMT,Broadway,28th St,N,R,,,,,,,,NR,Stair,Broadway,28th St,SE,FALSE,,Yes,,,
-73.988579,40.745299,BMT,Broadway,28th St,N,R,,,,,,,,NR,Stair,Broadway,28th St,NE,FALSE,,Yes,,,
-73.988923,40.745281,BMT,Broadway,28th St,N,R,,,,,,,,NR,Stair,Broadway,28th St,SW,FALSE,,Yes,,,
-73.98901,40.745488,BMT,Broadway,28th St,N,R,,,,,,,,NR,Stair,Broadway,28th St,NW,FALSE,,Yes,,,
-73.989083,40.74108,BMT,Broadway,23rd St,N,R,,,,,,,,NR,Stair,Broadway,23rd St,SE,FALSE,,Yes,,,
-73.98892,40.741111,BMT,Broadway,23rd St,N,R,,,,,,,,NR,Stair,Broadway,23rd St,SE,FALSE,,Yes,,,
-73.988895,40.741378,BMT,Broadway,23rd St,N,R,,,,,,,,NR,Stair,Broadway,23rd St,NE,FALSE,,Yes,,,
-73.988989,40.741539,BMT,Broadway,23rd St,N,R,,,,,,,,NR,Stair,Broadway,23rd St,NE,FALSE,,Yes,,,
-73.989639,40.741208,BMT,Broadway,23rd St,N,R,,,,,,,,NR,Stair,5th Ave,22nd St,NE,FALSE,,Yes,,,
-73.989217,40.740643,BMT,Broadway,23rd St,N,R,,,,,,,,NR,Stair,Broadway,22nd St,NE,FALSE,,No,Yes,,
-73.989632,40.740758,BMT,Broadway,23rd St,N,R,,,,,,,,NR,Stair,Broadway,22nd St,NW,FALSE,,No,No,Yes,
-73.989428,40.741913,BMT,Broadway,23rd St,N,R,,,,,,,,NR,Stair,Broadway,23rd St,NW,FALSE,,Yes,,,
-73.991058,40.735278,BMT,Broadway,14th St-Union Square,L,N,Q,R,4,5,6,,,LNQR456,Stair,Broadway,14th St,NE,TRUE,Lex not ADA,Yes,,,
-73.990265,40.735311,BMT,Broadway,14th St-Union Square,L,N,Q,R,4,5,6,,,LNQR456,Stair,4th Ave,15th St,SW,TRUE,Lex not ADA,No,Yes,,
-73.990603,40.736339,BMT,Broadway,14th St-Union Square,L,N,Q,R,4,5,6,,,LNQR456,Stair,Broadway,16th St,SE,TRUE,Lex not ADA,Yes,Yes,,
-73.990447,40.736523,BMT,Broadway,14th St-Union Square,L,N,Q,R,4,5,6,,,LNQR456,Stair,Broadway,16th St,NE,TRUE,Lex not ADA,Yes,Yes,,
-73.992737,40.730642,BMT,Broadway,8th St,N,R,,,,,,,,NR,Stair,Broadway,8th Ave,SW,FALSE,,Yes,,,
-73.99262,40.730592,BMT,Broadway,8th St,N,R,,,,,,,,NR,Stair,Broadway,8th Ave,SW,FALSE,,Yes,,,
-73.992286,40.730477,BMT,Broadway,8th St,N,R,,,,,,,,NR,Stair,Broadway,8th Ave,SE,FALSE,,Yes,,,
-73.992517,40.730716,BMT,Broadway,8th St,N,R,,,,,,,,NR,Stair,Broadway,8th Ave,NW,FALSE,,Yes,,,
-73.992641,40.730773,BMT,Broadway,8th St,N,R,,,,,,,,NR,Stair,Broadway,8th Ave,NW,FALSE,,Yes,,,
-73.992216,40.730578,BMT,Broadway,8th St,N,R,,,,,,,,NR,Stair,Broadway,8th Ave,NE,FALSE,,Yes,,,
-73.993262,40.729778,BMT,Broadway,8th St,N,R,,,,,,,,NR,Stair,Broadway,Waverly Pl,NW,FALSE,,No,Yes,,
-73.993051,40.729678,BMT,Broadway,8th St,N,R,,,,,,,,NR,Stair,Broadway,Waverly Pl,NE,FALSE,,No,Yes,,
-73.997686,40.724124,BMT,Broadway,Prince St,N,R,,,,,,,,NR,Stair,Broadway,Prince St,SE,FALSE,,Yes,,,
-73.997633,40.72422,BMT,Broadway,Prince St,N,R,,,,,,,,NR,Stair,Broadway,Prince St,NE,FALSE,,Yes,,,
-73.997957,40.72426,BMT,Broadway,Prince St,N,R,,,,,,,,NR,Stair,Broadway,Prince St,SW,FALSE,,Yes,,,
-73.997875,40.724344,BMT,Broadway,Prince St,N,R,,,,,,,,NR,Stair,Broadway,Prince St,NW,FALSE,,Yes,,,
-74.00193,40.719585,BMT,Broadway,Canal St,J,N,Q,R,Z,6,,,,JNQRZ6,Stair,Broadway,Canal St,NW,FALSE,,No,Yes,,
-74.002019,40.71966,BMT,Broadway,Canal St,J,N,Q,R,Z,6,,,,JNQRZ6,Stair,Broadway,Canal St,NW,FALSE,,No,Yes,,
-74.002158,40.719408,BMT,Broadway,Canal St,J,N,Q,R,Z,6,,,,JNQRZ6,Stair,Broadway,Canal St,SW,FALSE,,No,Yes,,
-74.002236,40.71946,BMT,Broadway,Canal St,J,N,Q,R,Z,6,,,,JNQRZ6,Stair,Broadway,Canal St,SW,FALSE,,No,Yes,,
-74.001606,40.719498,BMT,Broadway,Canal St,J,N,Q,R,Z,6,,,,JNQRZ6,Stair,Broadway,Canal St,NE,FALSE,,Yes,,,6am-9:30pm
-74.00185,40.719218,BMT,Broadway,Canal St,J,N,Q,R,Z,6,,,,JNQRZ6,Stair,Broadway,Canal St,SE,FALSE,,Yes,,,6am-9:30pm
-74.001774,40.719166,BMT,Broadway,Canal St,J,N,Q,R,Z,6,,,,JNQRZ6,Stair,Broadway,Canal St,SE,FALSE,,Yes,,,6am-9:30pm
-74.007045,40.71311,BMT,Broadway,City Hall,R,,,,,,,,,R,Stair,Broadway,Warren St,SE,FALSE,,Yes,Yes,,
-74.00676,40.713437,BMT,Broadway,City Hall,R,,,,,,,,,R,Stair,Broadway,Warren St,NE,FALSE,,Yes,Yes,,
-74.006697,40.713521,BMT,Broadway,City Hall,R,,,,,,,,,R,Stair,Broadway,Warren St,SE,FALSE,,Yes,Yes,,
-74.010767,40.710871,BMT,Broadway,Cortlandt St,R,,,,,,,,,R,Stair,Church St,Dey St,NE,FALSE,,Yes,,,UPTOWN ONLY
-74.010644,40.711065,BMT,Broadway,Cortlandt St,R,,,,,,,,,R,Stair,Church St,Dey St,SE,FALSE,,Yes,,,UPTOWN ONLY
-74.011198,40.710201,BMT,Broadway,Cortlandt St,R,,,,,,,,,R,Easement,Church St,Cortlandt St,SE,FALSE,,No,Yes,,UPTOWN ONLY
-74.011066,40.710435,BMT,Broadway,Cortlandt St,R,,,,,,,,,R,Stair,Church St,Cortlandt St,NE,FALSE,,No,Yes,,UPTOWN ONLY
-74.012924,40.707647,BMT,Broadway,Rector St,R,,,,,,,,,R,Stair,Trinity Pl,Rector St,SE,FALSE,,Yes,,,
-74.012774,40.707902,BMT,Broadway,Rector St,R,,,,,,,,,R,Stair,Trinity Pl,Rector St,NE,FALSE,,Yes,,,
-74.012696,40.708028,BMT,Broadway,Rector St,R,,,,,,,,,R,Stair,Trinity Pl,Rector St,NE,FALSE,,Yes,,,
-74.014,40.706345,BMT,Broadway,Rector St,R,,,,,,,,,R,Stair,Greenwich St,Morris St,NE,FALSE,,No,Yes,,
-74.013454,40.707225,BMT,Broadway,Rector St,R,,,,,,,,,R,Stair,Trinity Pl,Exchange Alley,NW,FALSE,,No,No,Yes,
-74.013273,40.707495,BMT,Broadway,Rector St,R,,,,,,,,,R,Stair,Trinity Pl,Rector St,SW,FALSE,,Yes,,,
-74.013166,40.707659,BMT,Broadway,Rector St,R,,,,,,,,,R,Stair,Trinity Pl,Rector St,SW,FALSE,,Yes,,,
-74.012963,40.70795,BMT,Broadway,Rector St,R,,,,,,,,,R,Stair,Trinity Pl,Rector St,NW,FALSE,,Yes,,,
-74.012863,40.708083,BMT,Broadway,Rector St,R,,,,,,,,,R,Stair,Trinity Pl,Rector St,NW,FALSE,,Yes,,,
-74.012588,40.701938,BMT,Broadway,Whitehall St-South Ferry,R,1,,,,,,,,R1,Stair,Whitehall St,State St,SE,FALSE,,Yes,,,
-74.012642,40.702108,BMT,Broadway,Whitehall St-South Ferry,R,1,,,,,,,,R1,Stair,Whitehall St,State St,SE,FALSE,,Yes,,,
-74.013284,40.704015,BMT,Broadway,Whitehall St-South Ferry,R,1,,,,,,,,R1,Stair,Whitehall St,Stone St,W,FALSE,,Yes,Yes,,
-74.013,40.704114,BMT,Broadway,Whitehall St-South Ferry,R,1,,,,,,,,R1,Stair,Whitehall St,Stone St,NE,FALSE,,Yes,Yes,,
-74.013293,40.704096,BMT,Broadway,Whitehall St-South Ferry,R,1,,,,,,,,R1,Stair,Whitehall St,Stone St,W,FALSE,,Yes,Yes,,
-73.992619,40.694416,BMT,Broadway,Court St,R,2,3,4,5,,,,,R2345,Stair,Clinton St,Montague St,NW,FALSE,,Yes,Yes,,
-73.992635,40.694232,BMT,Broadway,Court St,R,2,3,4,5,,,,,R2345,Stair,Clinton St,Montague St,SW,FALSE,,Yes,Yes,,
-73.99283,40.694475,BMT,Broadway,Court St,R,2,3,4,5,,,,,R2345,Stair,Clinton St,Montague St,NW,FALSE,,Yes,Yes,,
-73.986107,40.692114,BMT,Broadway,Lawrence St,R,,,,,,,,,R,Stair,Lawrence St,Willoughby St,SE,FALSE,,Yes,,,
-73.986114,40.692258,BMT,Broadway,Lawrence St,R,,,,,,,,,R,Stair,Lawrence St,Willoughby St,SE,FALSE,,Yes,,,
-73.986191,40.692052,BMT,Broadway,Lawrence St,R,,,,,,,,,R,Stair,Lawrence St,Willoughby St,NE,FALSE,,Yes,,,
-73.986181,40.692359,BMT,Broadway,Lawrence St,R,,,,,,,,,R,Stair,Lawrence St,Willoughby St,NE,FALSE,,Yes,,,
-73.98519,40.69198,BMT,Broadway,Lawrence St,R,,,,,,,,,R,Stair,Bridge St,Willoughby St,SE,FALSE,,No,Yes,,
-73.985172,40.692315,BMT,Broadway,Lawrence St,R,,,,,,,,,R,Stair,Bridge St,Willoughby St,NE,FALSE,,No,Yes,,
-73.985395,40.692031,BMT,Broadway,Lawrence St,R,,,,,,,,,R,Stair,Bridge St,Willoughby St,SW,FALSE,,No,Yes,,
-73.981164,40.689804,BMT,4th Avenue,DeKalb Av,B,Q,R,,,,,,,BQR,Elevator,Flatbush Ave,De Kalb Ave,SE,TRUE,,Yes,,,
-73.981651,40.68981,BMT,4th Avenue,DeKalb Av,B,Q,R,,,,,,,BQR,Stair,Flatbush Ave,De Kalb Ave,SW,TRUE,,Yes,,,
-73.981082,40.689817,BMT,4th Avenue,DeKalb Av,B,Q,R,,,,,,,BQR,Stair,Flatbush Ave,De Kalb Ave,SE,TRUE,,Yes,,,
-73.981156,40.68974,BMT,4th Avenue,DeKalb Av,B,Q,R,,,,,,,BQR,Stair,Flatbush Ave,De Kalb Ave,SE,TRUE,,Yes,,,
-73.982565,40.69154,BMT,4th Avenue,DeKalb Av,B,Q,R,,,,,,,BQR,Easement,Flatbush Ave,Fleet St,NW,TRUE,,No,Yes,,
-73.982048,40.691562,BMT,4th Avenue,DeKalb Av,B,Q,R,,,,,,,BQR,Stair,Flatbush Ave,Fleet St,NE,TRUE,,No,Yes,,
-73.978487,40.683805,BMT,4th Avenue,Pacific St,B,D,N,R,Q,2,3,4,5,BDNRQ2345,Elevator,4th Ave,Pacific St,NE,TRUE,,Yes,,,
-73.978879,40.683905,BMT,4th Avenue,Pacific St,B,D,N,R,Q,2,3,4,5,BDNRQ2345,Stair,4th Ave,Pacific St,NW,TRUE,,Yes,,,
-73.978412,40.683928,BMT,4th Avenue,Pacific St,B,D,N,R,Q,2,3,4,5,BDNRQ2345,Stair,4th Ave,Pacific St,NE,TRUE,,Yes,,,
-73.983416,40.677135,BMT,4th Avenue,Union St,R,,,,,,,,,R,Stair,4th Ave,Union St,SW,FALSE,,Yes,,,
-73.983133,40.677001,BMT,4th Avenue,Union St,R,,,,,,,,,R,Stair,4th Ave,Union St,SE,FALSE,,Yes,,,
-73.983327,40.677279,BMT,4th Avenue,Union St,R,,,,,,,,,R,Stair,4th Ave,Union St,SW,FALSE,,Yes,,,
-73.98302,40.677171,BMT,4th Avenue,Union St,R,,,,,,,,,R,Stair,4th Ave,Union St,SE,FALSE,,Yes,,,
-73.98848,40.670387,BMT,4th Avenue,4 Av-9 St,F,G,R,,,,,,,FGR,Stair,4th Ave,9th St,NE,FALSE,,Yes,,,
-73.988778,40.670538,BMT,4th Avenue,4 Av-9 St,F,G,R,,,,,,,FGR,Stair,4th Ave,9th St,NW,FALSE,,No,Yes,,
-73.993245,40.665269,BMT,4th Avenue,Prospect Av,R,,,,,,,,,R,Stair,4th Ave,Prospect Ave,SE,FALSE,,Yes,,,
-73.993002,40.665058,BMT,4th Avenue,Prospect Av,R,,,,,,,,,R,Stair,4th Ave,Prospect Ave,SW,FALSE,,Yes,,,
-73.992729,40.665299,BMT,4th Avenue,Prospect Av,R,,,,,,,,,R,Stair,4th Ave,Prospect Ave,NE,FALSE,,Yes,,,
-73.99822,40.660489,BMT,4th Avenue,25th St,R,,,,,,,,,R,Stair,4th Ave,25th St,SW,FALSE,,Yes,,,
-73.997952,40.660323,BMT,4th Avenue,25th St,R,,,,,,,,,R,Stair,4th Ave,25th St,SE,FALSE,,Yes,,,
-74.004499,40.65449,BMT,4th Avenue,36th St,D,N,R,,,,,,,DNR,Stair,4th Ave,36th St,NW,FALSE,,Yes,,,
-74.004113,40.654365,BMT,4th Avenue,36th St,D,N,R,,,,,,,DNR,Stair,4th Ave,36th St,NE,FALSE,,Yes,,,
-74.004306,40.654676,BMT,4th Avenue,36th St,D,N,R,,,,,,,DNR,Stair,4th Ave,36th St,NW,FALSE,,Yes,,,
-74.009333,40.649389,BMT,4th Avenue,45th St,R,,,,,,,,,R,Stair,4th Ave,45th St,NE,FALSE,,Yes,,,
-74.009728,40.649424,BMT,4th Avenue,45th St,R,,,,,,,,,R,Stair,4th Ave,45th St,NW,FALSE,,Yes,,,
-74.009457,40.649265,BMT,4th Avenue,45th St,R,,,,,,,,,R,Stair,4th Ave,45th St,NE,FALSE,,Yes,,,
-74.009602,40.649546,BMT,4th Avenue,45th St,R,,,,,,,,,R,Stair,4th Ave,45th St,NW,FALSE,,Yes,,,
-74.01469,40.644653,BMT,4th Avenue,53rd St,R,,,,,,,,,R,Stair,4th Ave,53rd St,SW,FALSE,,Yes,,,
-74.014419,40.644493,BMT,4th Avenue,53rd St,R,,,,,,,,,R,Stair,4th Ave,53rd St,SE,FALSE,,Yes,,,
-74.014586,40.644756,BMT,4th Avenue,53rd St,R,,,,,,,,,R,Stair,4th Ave,53rd St,SW,FALSE,,Yes,,,
-74.014309,40.644601,BMT,4th Avenue,53rd St,R,,,,,,,,,R,Stair,4th Ave,53rd St,SE,FALSE,,Yes,,,
-74.013688,40.645619,BMT,4th Avenue,53rd St,R,,,,,,,,,R,Stair,4th Ave,52nd St,NW,FALSE,,No,No,Yes,
-74.017897,40.641606,BMT,4th Avenue,59th St,N,R,,,,,,,,NR,Stair,4th Ave,59th St,NW,FALSE,,Yes,,,
-74.017561,40.641435,BMT,4th Avenue,59th St,N,R,,,,,,,,NR,Stair,4th Ave,59th St,NE,FALSE,,Yes,,,
-74.017722,40.641778,BMT,4th Avenue,59th St,N,R,,,,,,,,NR,Stair,4th Ave,59th St,NW,FALSE,,Yes,,,
-74.017362,40.641633,BMT,4th Avenue,59th St,N,R,,,,,,,,NR,Stair,4th Ave,59th St,NE,FALSE,,Yes,,,
-74.018857,40.640682,BMT,4th Avenue,59th St,N,R,,,,,,,,NR,Stair,4th Ave,60th St,SW,FALSE,,No,Yes,,
-74.018531,40.640501,BMT,4th Avenue,59th St,N,R,,,,,,,,NR,Stair,4th Ave,60th St,SE,FALSE,,No,Yes,,
-74.02358,40.634827,BMT,4th Avenue,Bay Ridge Av,R,,,,,,,,,R,Stair,4th Ave,Bay Ridge Ave,NW,FALSE,,Yes,,,
-74.023339,40.634768,BMT,4th Avenue,Bay Ridge Av,R,,,,,,,,,R,Stair,4th Ave,Bay Ridge Ave,NE,FALSE,,Yes,,,
-74.023313,40.635468,BMT,4th Avenue,Bay Ridge Av,R,,,,,,,,,R,Stair,4th Ave,68th St,NW,FALSE,,No,No,Yes,
-74.025731,40.62955,BMT,4th Avenue,77th St,R,,,,,,,,,R,Stair,4th Ave,77th St,NW,FALSE,,Yes,,,
-74.025452,40.629503,BMT,4th Avenue,77th St,R,,,,,,,,,R,Stair,4th Ave,77th St,NE,FALSE,,Yes,,,
-74.025459,40.630221,BMT,4th Avenue,77th St,R,,,,,,,,,R,Stair,4th Ave,76th St,NW,FALSE,,No,No,Yes,
-74.028547,40.622656,BMT,4th Avenue,86th St,R,,,,,,,,,R,Stair,4th Ave,86th St,SW,FALSE,,Yes,,,
-74.028315,40.622583,BMT,4th Avenue,86th St,R,,,,,,,,,R,Stair,4th Ave,86th St,SE,FALSE,,Yes,,,
-74.028204,40.623498,BMT,4th Avenue,86th St,R,,,,,,,,,R,Stair,4th Ave,85th St,SW,FALSE,,No,Yes,,
-74.031383,40.616021,BMT,4th Avenue,95th St,R,,,,,,,,,R,Stair,4th Ave,95th St,SW,FALSE,,Yes,,,
-74.031234,40.616189,BMT,4th Avenue,95th St,R,,,,,,,,,R,Stair,4th Ave,95th St,NW,FALSE,,Yes,,,
-74.03086,40.615893,BMT,4th Avenue,95th St,R,,,,,,,,,R,Stair,5th Ave,95th St,NE,FALSE,,Yes,,,
-74.030696,40.617587,BMT,4th Avenue,95th St,R,,,,,,,,,R,Stair,4th Ave,93th St,SW,FALSE,,No,Yes,,
-74.030404,40.617363,BMT,4th Avenue,95th St,R,,,,,,,,,R,Stair,4th Ave,93th St,NE,FALSE,,No,Yes,,
-73.977628,40.685222,BMT,Brighton,Atlantic Av,B,D,N,R,Q,2,3,4,5,BDNRQ2345,Easement,Ashland Pl,Hanson Pl,NE,TRUE,,No,Yes,,
-73.972212,40.677324,BMT,Brighton,7th Av,B,Q,,,,,,,,BQ,Stair,Carlton Ave,Park Pl,SE,FALSE,,Yes,,,
-73.972788,40.677365,BMT,Brighton,7th Av,B,Q,,,,,,,,BQ,Stair,Flatbush Ave,Park Pl,SW,FALSE,,Yes,,,
-73.962109,40.660792,BMT,Brighton,Prospect Park,B,Q,FS,,,,,,,BQFS,Door,Ocean Ave,Lincoln Rd,NE,TRUE,,Yes,,,
-73.962249,40.662727,BMT,Brighton,Prospect Park,B,Q,FS,,,,,,,BQFS,Stair,Flatbush Ave,Empire Blvd,SW,TRUE,,Yes,,,
-73.962285,40.662482,BMT,Brighton,Prospect Park,B,Q,FS,,,,,,,BQFS,Stair,Flatbush Ave,Empire Blvd,SW,TRUE,,Yes,,,
-73.961516,40.655221,BMT,Brighton,Parkside Av,B,Q,,,,,,,,BQ,Door,Ocean Ave,Parkside Ave,NE,FALSE,,Yes,,,
-73.961909,40.654251,BMT,Brighton,Parkside Av,B,Q,,,,,,,,BQ,Stair,Ocean Ave,Woodruff Ave,NW,FALSE,,No,No,Yes,
-73.963356,40.649427,BMT,Brighton,Church Av,B,Q,,,,,,,,BQ,Door,18th St,Church Ave,NW,FALSE,,Yes,,,
-73.962732,40.651482,BMT,Brighton,Church Av,B,Q,,,,,,,,BQ,Door,St. Pauls Pl,Caton Ave,SE,FALSE,,Yes,,,
-73.964528,40.644272,BMT,Brighton,Beverly Rd,B,Q,,,,,,,,BQ,Door,Marlborough Rd,Beverly Rd,SE,FALSE,,Yes,,,
